Senas ID,Senas autorius,Senas pavadinimas,Sena vieta,Patalpa,Lentyna,Pozicija,Perskaityta autorius,Perskaityta pavadinimas,Panašumas,Pasitikėjimas,Šaltinis,Viršelio nuotrauka,Pastaba
K00348,Galina Serebriakova,Markso jaunystė,"Spinta C, 1 lentyna",Žagarinė salonas,15,1,G. Serebriakova,Markso jaunystė,1.15,0.9,spine,,serija „Istorinio romano biblioteka“ (IRB)
K00349,Henrik Eberle; Matthias Uhl,Knyga apie Hitlerį,"Spinta C, 1 lentyna",Žagarinė salonas,15,2,"Henrik Eberle, Matthias Uhl",Knyga apie Hitlerį,1.15,0.9,spine,,
K00350,Henry Picker (Генри Пикер),Застольные разговоры Гитлера,"Spinta C, 1 lentyna",Žagarinė salonas,15,3,Генри Пикер,Застольные разговоры Гитлера,1.15,0.9,spine,,
K00353,Aleksandr Solzhenitsyn,The Gulag Archipelago Three,"Spinta C, 1 lentyna",Žagarinė salonas,15,4,Aleksandr I. Solzhenitsyn,The Gulag Archipelago Three,1.15,0.9,spine,,P396
K00352,Aleksandr Solzhenitsyn,The Gulag Archipelago Two,"Spinta C, 1 lentyna",Žagarinė salonas,15,5,Aleksandr I. Solzhenitsyn,The Gulag Archipelago Two,1.15,0.9,spine,,P345
K00351,Aleksandr Solzhenitsyn,The Gulag Archipelago (I),"Spinta C, 1 lentyna",Žagarinė salonas,15,6,Aleksandr I. Solzhenitsyn,The Gulag Archipelago,1.15,0.9,spine,,P332
K00354,Georgijus Žukovas (Г. Жуков),Воспоминания и размышления,"Spinta C, 1 lentyna",Žagarinė salonas,15,7,Г. К. Жуков,Воспоминания и размышления,1.15,0.9,spine,,"stora, nudėvėta knyga"
K00355,Andrejus Konstantinovas (Андрей Константинов),Петербург,"Spinta C, 1 lentyna",Žagarinė salonas,15,8,Андрей Константинов,Петербург,1.15,0.6,spine,,apatinė nugarėlės dalis suplėšyta; virš pavadinimo galėjo būti dar vienas žodis (serija apie banditų Peterburgą)
K00356,Nikolajus Bucharinas (Н. Бухарин),Проблемы теории и практики социализма,"Spinta C, 1 lentyna",Žagarinė salonas,15,9,Н. Бухарин,Проблемы теории и практики социализма,1.15,0.9,spine,,
K00357,,Феликс Эдмундович Дзержинский,"Spinta C, 1 lentyna",Žagarinė salonas,15,10,,Феликс Эдмундович Дзержинский,1,0.9,spine,,"žalias viršelis, auksinės raidės"
K00359,Mikhail Khodorkovsky,My Fellow Prisoners,"Spinta C, 1 lentyna",Žagarinė salonas,15,12,Mikhail Khodorkovsky,My Fellow Prisoners,1.15,0.9,spine,,
K00360,Valerijus Karyšev (Валерий Карышев),Современные тюрьмы: от авторитета до олигарха,"Spinta C, 1 lentyna",Žagarinė salonas,15,13,Валерий Карышев,Современные тюрьмы. От авторитета до олигарха,1.15,0.9,spine,,serija „Легенды преступного мира“
K00364,G. D. H. Cole,Socialist Thought: The Forerunners 1789–1850,"Spinta C, 1 lentyna",Žagarinė salonas,15,15,G. D. H. Cole,Socialist Thought: The Forerunners 1789–1850,1.15,0.9,spine,,matoma tik plačiajame lentynos kadre (15_1)
K00365,Louis Althusser,Lenin and Philosophy and Other Essays,"Spinta C, 1 lentyna",Žagarinė salonas,15,16,Louis Althusser,Lenin and Philosophy and Other Essays,1.15,0.9,spine,,matoma tik plačiajame lentynos kadre (15_1)
K00366,Simon Sebag Montefiore,Stalinas: Raudonojo caro dvaras,"Spinta C, 1 lentyna",Žagarinė salonas,15,17,Simon Sebag Montefiore,Stalinas. Raudonojo caro dvaras,1.15,0.9,spine,,matoma tik plačiajame lentynos kadre (15_1)
K00367,Robert Service,Stalinas,"Spinta C, 1 lentyna",Žagarinė salonas,15,19,Robert Service,Stalinas,1.15,0.9,spine,,ant nugarėlės raudona juosta „Antra knyga“
K00368,Edvardas Radzinskis (Эдвард Радзинский),Три смерти,"Spinta C, 1 lentyna",Žagarinė salonas,15,20,Эдвард Радзинский,Три смерти,1.15,0.9,spine,,
K00369,Robert Service,Leninas,"Spinta C, 1 lentyna",Žagarinė salonas,15,21,Robert Service,Leninas,1.15,0.9,spine,,
K00370,Brian Crozier,The Rise and Fall of the Soviet Empire,"Spinta C, 1 lentyna",Žagarinė salonas,15,22,Brian Crozier,The Rise and Fall of the Soviet Empire,1.15,0.9,spine,,paskutinė knyga prie spintos sienelės
K00363,Nikolajus Berdiajevas (Н. А. Бердяев),Истоки и смысл русского коммунизма,"Spinta C, 1 lentyna",Žagarinė salonas,15,27,Н. А. Бердяев,Истоки и смысл русского коммунизма,1.15,0.9,cover,Zagarine Salonas 15_6.JPG,lentynos nugarėlėse neatpažinta
K00374,Sud. Chris Jenks,Core Sociological Dichotomies,"Spinta C, 2 lentyna",Žagarinė salonas,16,1,Jenks,Core Sociological Dichotomies,1.15,0.9,spine,,nugarėlėje tik pavardė „Jenks“
K00375,Roger King,The State in Modern Society,"Spinta C, 2 lentyna",Žagarinė salonas,16,2,Roger King,The State in Modern Society,1.15,0.9,spine,,
K00376,,Американская социологическая мысль,"Spinta C, 2 lentyna",Žagarinė salonas,16,3,,Американская социологическая мысль,1,0.8,spine,,"mėlyna nugarėlė, autoriaus/sudarytojo nesimato; apačioje leidyklos ženklas (МГУ)"
K00377,Alan Weisman,The World Without Us,"Spinta C, 2 lentyna",Žagarinė salonas,16,4,Alan Weisman,The World Without Us,1.15,0.9,spine,,
K00378,,Institutional Economics,"Spinta C, 2 lentyna",Žagarinė salonas,16,5,,Institutional Economics,1,0.6,spine,,"smėlinė apiplyšusi nugarėlė; autoriaus pavardės nesimato, apačioje „California“ (University of California Press)"
K00379,Michael Shellenberger,Apokalipsės nebus,"Spinta C, 2 lentyna",Žagarinė salonas,16,6,Michael Shellenberger,Apokalipsės nebus,1.15,0.9,spine,,paantraštė nugarėlėje „Kodėl panika dėl aplinkosaugos mums kenkia“
K00380,Greta Thunberg; Svante Thunberg; Beata ir Malena Ernman,Lyg degtų namai,"Spinta C, 2 lentyna",Žagarinė salonas,16,7,"Greta Thunberg, Svante Thunberg, Beata Ernman, Malena Ernman",Lyg degtų namai,1.15,0.9,spine,,
K00381,Frank Partnoy,F.I.A.S.C.O.,"Spinta C, 2 lentyna",Žagarinė salonas,16,8,Frank Partnoy,F.I.A.S.C.O.,1.15,0.8,spine,,"tamsi nugarėlė, apačioje leidyklos raidė „P“"
K00382,Arthur L. Bowley,The Measurement of Social Phenomena,"Spinta C, 2 lentyna",Žagarinė salonas,16,9,Bowley,The Measurement of Social Phenomena,1.15,0.9,spine,,nugarėlėje tik pavardė „Bowley“
K00384,Timur Vermes,Jis ir vėl čia,"Spinta C, 2 lentyna",Žagarinė salonas,16,11,Timur Vermes,Jis ir vėl čia,1.15,0.9,spine,,
K00385,Barack Obama,The Audacity of Hope,"Spinta C, 2 lentyna",Žagarinė salonas,16,12,Barack Obama,The Audacity of Hope,1.15,0.9,spine,,paantraštė „Thoughts on Reclaiming the American Dream“
K00386,Talcott Parsons,Social Structure and Personality,"Spinta C, 2 lentyna",Žagarinė salonas,16,13,Talcott Parsons,Social Structure and Personality,1.15,0.9,spine,,apačioje ženklas „FP“
K00387,Joel Bakan,Korporacija: patologiškas pelno ir galios siekimas,"Spinta C, 2 lentyna",Žagarinė salonas,16,14,Joel Bakan,Korporacija: patologiškas pelno ir galios siekimas,1.15,0.9,spine,,
K00388,Robin Marris,The Economic Theory of 'Managerial' Capitalism,"Spinta C, 2 lentyna",Žagarinė salonas,16,15,Robin Marris,The Economic Theory of 'Managerial' Capitalism,1.15,0.9,spine,,
K00389,Al Gore,Nepatogi tiesa,"Spinta C, 2 lentyna",Žagarinė salonas,16,16,Al Gore,Nepatogi tiesa,1.15,0.9,spine,,"knyga pasukta, matosi ir galinis aplanko viršelis"
K00390,Gunnar Myrdal,Asian Drama (I tomas),"Spinta C, 2 lentyna",Žagarinė salonas,16,17,Gunnar Myrdal,Asian Drama,0.95,0.9,cover,Zagarine Salonas 16_1.JPG,nugarėlėje „VOL. I“; matoma tik plačiame kadre 16_1
K00391,Paul Krugman,The Return of Depression Economics,"Spinta C, 2 lentyna",Žagarinė salonas,16,18,Paul Krugman,The Return of Depression Economics,1.15,0.9,cover,Zagarine Salonas 16_1.JPG,matoma tik plačiame kadre 16_1
K00392,Daron Acemoglu; James A. Robinson,Why Nations Fail,"Spinta C, 2 lentyna",Žagarinė salonas,16,19,"Daron Acemoglu, James A. Robinson",Why Nations Fail,1.15,0.9,cover,Zagarine Salonas 16_1.JPG,apačioje leidyklos raidė „P“; matoma tik plačiame kadre 16_1
K00393,Ferdinand Lundberg,The Rich and the Super-Rich,"Spinta C, 2 lentyna",Žagarinė salonas,16,21,Ferdinand Lundberg,The Rich and the Super-Rich,1.15,0.8,cover,Zagarine Salonas 16_1.JPG,labai apiplyšęs aplankas; matoma tik plačiame kadre 16_1
K00394,Charles P. Loomis (?),Modern Social Theories,"Spinta C, 2 lentyna",Žagarinė salonas,16,22,Loomis,Modern Social Theories,1.15,0.9,cover,Zagarine Salonas 16_1.JPG,mėlyna drobinė nugarėlė; nugarėlėje tik pavardė „Loomis“
K00395,John T. Noonan,Bribes,"Spinta C, 2 lentyna",Žagarinė salonas,16,23,Noonan,Bribes,1.15,0.9,cover,Zagarine Salonas 16_1.JPG,nugarėlėje tik pavardė „Noonan“
K00396,Carl F. Christ (?),Econometric Models and Methods,"Spinta C, 2 lentyna",Žagarinė salonas,16,24,Christ,Econometric Models and Methods,1.15,0.9,cover,Zagarine Salonas 16_1.JPG,bibliotekinė etiketė „89 CHRIST“; paskutinė knyga dešiniajame lentynos gale
K00373,Norman Davies,Dievo žaislas: Lenkijos istorija (II tomas),"Spinta C, 2 lentyna",Žagarinė salonas,16,25,Norman Davies,"Dievo žaislas. Lenkijos istorija, I tomas",1.15,0.9,cover,Zagarine Salonas 16_2.JPG,"„Nuo seniausių laikų iki 1795 metų“; nufotografuota ant stalo, ne lentynoje"
K00397,Sud. Ruth Reichl,Remembrance of Things Paris: Sixty Years of Writing from Gourmet,"Spinta C, 2 lentyna",Žagarinė salonas,16,27,Ruth Reichl,Remembrance of Things Paris: Sixty Years of Writing from Gourmet,1.15,0.9,cover,Zagarine Salonas 16_4.JPG,sudarytoja ir įvado autorė Ruth Reichl; nufotografuota ant stalo
K00398,Martin Meredith,The State of Africa,"Spinta C, 2 lentyna",Žagarinė salonas,16,29,Martin Meredith,The State of Africa: A History of the Continent Since Independence,0.7,0.9,cover,Zagarine Salonas 16_6.JPG,nufotografuota rankoje
K00372,Arnolds Spekke,History of Latvia: An Outline,"Spinta C, 2 lentyna",Žagarinė salonas,16,31,Arnolds Spekke,History of Latvia: An Outline,1.15,0.9,cover,Zagarine Salonas 16_8.JPG,
K00400,Norman Davies,Dievo žaislas: Lenkijos istorija (I tomas),"Spinta C, 2 lentyna",Žagarinė salonas,16,32,Norman Davies,"Dievo žaislas. Lenkijos istorija, II tomas",1.15,0.9,cover,Zagarine Salonas 16_9.JPG,„Nuo 1795 metų iki mūsų dienų“
K00859,,,"Spinta G, 10 lentyna",Žagarinė salonas,17,1,Platonas,,1,0.6,spine,,"tamsiai bordo ir juoda nugarėlė su auksiniu pelėdos ženklu; pavadinimo ant nugarėlės nėra, viršuje priklijuotas bibliotekos lipdukas"
K00943,,,"Spinta H, 5 lentyna",Žagarinė salonas,17,2,Maksvelis,,1,0.6,spine,,"rusvai žalia nugarėlė, užrašyta tik pavardė „MAKSVELIS“"
K00955,,,"Spinta H, 6 lentyna",Žagarinė salonas,17,3,Marcelijus Martinaitis,,1,0.6,spine,,rusvai žalia nugarėlė su geltona etikete; nurodytas tik autorius
K00406,,Lietuvos Respublikos Konstitucija,"Spinta C, 3 lentyna",Žagarinė salonas,17,6,,Lietuvos Respublikos Konstitucija,1,0.9,spine,,juodai žalia nugarėlė
K00407,Dale Carnegie,Kaip atsikratyti nerimo ir pradėti gyventi,"Spinta C, 3 lentyna",Žagarinė salonas,17,7,Dale Carnegie,Kaip atsikratyti nerimo ir pradėti gyventi,1.15,0.9,spine,,tamsiai žalia nugarėlė
K00408,John Fowles,Kolekcionierius,"Spinta C, 3 lentyna",Žagarinė salonas,17,8,John Fowles,Kolekcionierius,1.15,0.9,spine,,
K00409,,Mažoji mokslo enciklopedija,"Spinta C, 3 lentyna",Žagarinė salonas,17,9,,Mažoji mokslo enciklopedija,1,0.9,spine,,"raudona nugarėlė, apačioje planetos piešinys; aplankas apiplyšęs"
K00410,Vytenis Almonaitis; Junona Almonaitienė,Gudaičių kaimas 1938–1948 metais,"Spinta C, 3 lentyna",Žagarinė salonas,17,11,,Gudaičių kaimas 1938–1948 metais,1,0.9,spine,,ant nugarėlės nurodyta „Kęstučio Almonaičio prisiminimai“
K00411,Vytenis Almonaitis,Vėl šniokščia rėvos (I–VII dalys),"Spinta C, 3 lentyna",Žagarinė salonas,17,12,Vytenis Almonaitis,Vėl šniokščia rėvos. I–VII dalys,1.15,0.9,spine,,alyvuogių spalvos nugarėlė
K00412,Lew Wallace,Kristaus istorija,"Spinta C, 3 lentyna",Žagarinė salonas,17,13,Lew Wallace,Kristaus istorija,1.15,0.9,spine,,kreminė nugarėlė su šviesiai mėlynu piešiniu
K00413,,Šiaurės skalva,"Spinta C, 3 lentyna",Žagarinė salonas,17,14,"Vytenis Almonaitis, Junona Almonaitienė",Šiaurės Skalva,1,0.9,spine,,žalia ir raudona nugarėlė
K00418,Nagendra Singh,"International Maritime Law Conventions (British Shipping Laws), 4 tomai","Spinta C, 3 lentyna",Žagarinė salonas,17,15,Singh,International Maritime Law Conventions,0.82,0.9,spine,,"serija „British Shipping Laws“; 4 tomai (Volume 1–4), sudėti plokščiai vienas ant kito dešiniajame lentynos gale"
K00421,Gary Hamel,The Future of Management,"Spinta C, 4 lentyna",Žagarinė salonas,18,3,Gary Hamel,The Future of Management,1.15,0.9,spine,,
K00422,Sydney Finkelstein,Kodėl žlunga šaunūs vadovai,"Spinta C, 4 lentyna",Žagarinė salonas,18,4,Sydney Finkelstein,Kodėl žlunga šaunūs vadovai,1.15,0.9,spine,,
K00423,Gary Hamel; Bill Breen,Vadybos ateitis,"Spinta C, 4 lentyna",Žagarinė salonas,18,5,Gary Hamel,Vadybos ateitis,1.15,0.9,spine,,apačioje „Gary Hamel ir Bill Breen“
K00424,Marshall McLuhan,Kaip suprasti medijas,"Spinta C, 4 lentyna",Žagarinė salonas,18,6,Marshall McLuhan,Kaip suprasti medijas,1.15,0.9,spine,,
K00425,Richard Branson,Business Stripped Bare,"Spinta C, 4 lentyna",Žagarinė salonas,18,8,Richard Branson,Business Stripped Bare,1.15,0.9,spine,,paantraštė „Adventures of a Global Entrepreneur“
K00426,Chip Heath; Dan Heath,Made to Stick,"Spinta C, 4 lentyna",Žagarinė salonas,18,9,"Chip Heath, Dan Heath",Made to Stick,1.15,0.9,spine,,
K00427,Leslie Gaines-Ross,CEO Capital,"Spinta C, 4 lentyna",Žagarinė salonas,18,10,Leslie Gaines-Ross,CEO Capital,1.15,0.9,spine,,ant nugarėlės tik „Gaines-Ross“
K00428,Michael Lewis,Moneyball,"Spinta C, 4 lentyna",Žagarinė salonas,18,11,Michael Lewis,Moneyball,1.15,0.9,spine,,
K00429,Tom Peters,Re-imagine!,"Spinta C, 4 lentyna",Žagarinė salonas,18,12,Tom Peters,Re-imagine!,1.15,0.9,spine,,
K00430,Sud. Rowan Gibson,Rethinking the Future,"Spinta C, 4 lentyna",Žagarinė salonas,18,13,Rowan Gibson,Rethinking the Future,1.15,0.9,spine,,„edited by Rowan Gibson“
K00431,Howard Schultz; Dori Jones Yang,Kava su meile: kaip Starbucks sukūrė kompaniją po puodelio,"Spinta C, 4 lentyna",Žagarinė salonas,18,14,"Howard Schultz, Dori Jones Yang",Kava su meile. Kaip STARBUCKS sukūrė kompaniją puodelis po puodelio,1.08,0.9,spine,,
K00432,Robert Spector,amazon.com: Sparti plėtra,"Spinta C, 4 lentyna",Žagarinė salonas,18,15,Robert Spector,amazon.com. Sparti plėtra,1.15,0.9,spine,,
K00433,Seth Godin,Idėjų knyga,"Spinta C, 4 lentyna",Žagarinė salonas,18,16,,Idėjų knyga,1,0.6,spine,,"juoda nugarėlė, autorius nematomas"
K00434,Seth Godin,Ikaro apgaulė: kaip aukštai tu skrisi?,"Spinta C, 4 lentyna",Žagarinė salonas,18,17,Seth Godin,Ikaro apgaulė. Kaip aukštai tu skrisi?,1.15,0.9,spine,,
K00435,Larry Farrell (?),The Entrepreneurial Attitude,"Spinta C, 4 lentyna",Žagarinė salonas,18,18,Larry C. Farrell,The Entrepreneurial Attitude,1.15,0.6,spine,,ant nugarėlės tik „FARRELL“
K00436,,Insight Inside,"Spinta C, 4 lentyna",Žagarinė salonas,18,19,,Insight Inside,1,0.6,spine,,"balta nugarėlė, autorius nematomas"
K00437,Al Ries; Jack Trout,Marketingo karai,"Spinta C, 4 lentyna",Žagarinė salonas,18,20,"Al Ries, Jack Trout",Marketingo karai,1.15,0.9,spine,,
K00438,Steven D. Levitt; Stephen J. Dubner,Keistonomika,"Spinta C, 4 lentyna",Žagarinė salonas,18,21,"Steven D. Levitt, Stephen J. Dubner",Keistonomika,1.15,0.9,spine,,paantraštė „Įdomėlis ekonomistas tyrinėja nematomąją pusę“
K00439,Kjell A. Nordström; Jonas Ridderstråle,Karaoke Capitalism,"Spinta C, 4 lentyna",Žagarinė salonas,18,22,,Karaoke Capitalism,1,0.6,spine,,balta nugarėlė su vėžliukais; autoriai nematomi
K00440,David Ogilvy,Reklamos žmogaus išpažintis,"Spinta C, 4 lentyna",Žagarinė salonas,18,23,David Ogilvy,Reklamos žmogaus išpažintis,1.15,0.9,spine,,ant nugarėlės parašo formos „Ogilvy“
K00441,Dan Hill,Body of Truth,"Spinta C, 4 lentyna",Žagarinė salonas,18,24,Dan Hill,Body of Truth,1.15,0.9,spine,,paantraštė „Leveraging What Consumers Can't or Won't Say“; nugarėlėje „HILL“
K00982,,,"Spinta H, 8 lentyna",Žagarinė salonas,18,25,Ignas Staskevičius,,1,0.6,spine,,serija „Lietuvos verslo legendos“; pavadinimas rausvoje juostelėje neįskaitomas (panašu į „DOMERTAS“)
K00443,Shakti Gawain,Visualización Creativa,"Spinta C, 4 lentyna",Žagarinė salonas,18,26,Shakti Gawain,Visualización creativa,1.15,0.9,spine,,ispanų kalba
K00444,Jan M. Malecki,A History of Kraków for Everyone,"Spinta C, 4 lentyna",Žagarinė salonas,18,29,Jan M. Malecki,A History of Kraków for Everyone,1.15,0.9,spine,,
K00445,H. Kardel,Adolfas Hitleris – Izraelio įkūrėjas,"Spinta C, 4 lentyna",Žagarinė salonas,18,30,,Adolfas Hitleris – Izraelio įkūrėjas,1,0.6,spine,,plona nugarėlė; matoma „…AS HITLERIS – IZRAELIO ĮKŪRĖJAS“
K00446,Richard Rogers; Anne Power,Mažos valstybės miestai,"Spinta C, 4 lentyna",Žagarinė salonas,18,33,"Richard Rogers, Anne Power",Mažos valstybės miestai,1.15,0.6,spine,,"žalia nugarėlė, rausvos raidės"
K01518,Vytautas Tarasonis,Fizika (atskiras tomas),"Spinta J, 20 niša (mišri apatinė)",Žagarinė salonas,18,34,Stasys Dabušis,Fizika pašnekesiais. I tomas,0.67,0.9,cover,Zagarine Salonas 18_1.JPG,"antraštinis lapas; Kaunas, Šv. Kazimiero draugijos leidinys Nr. 715; lentynos nugarėlėse neatpažinta"
K00401,Karl R. Popper (K. R. Popperis),Istoricizmo skurdas,"Spinta C, 3 lentyna",Žagarinė salonas,18,36,K. R. Poperis,Istoricizmo skurdas,1,0.9,cover,Zagarine Salonas 18_3.JPG,lentynos nugarėlėse neatpažinta
K00449,Heinz Guderian,Kareivio atsiminimai,"Spinta C, 5 lentyna",Žagarinė salonas,19,1,Heinz Guderian,Kareivio atsiminimai,1.15,0.9,spine,,auksinė nugarėlė
K00450,Timothy Ferriss,The 4-Hour Body,"Spinta C, 5 lentyna",Žagarinė salonas,19,3,Timothy Ferriss,The 4-Hour Body,1.15,0.9,spine,,
K00451,Arturo Pérez-Reverte,Būgno oda,"Spinta C, 5 lentyna",Žagarinė salonas,19,4,Arturo Pérez-Reverte,Būgno oda,1.15,0.9,spine,,
K00452,David Mitchell,Juodųjų gulbių slėnis,"Spinta C, 5 lentyna",Žagarinė salonas,19,5,David Mitchell,Juodųjų Gulbių slėnis,1.15,0.9,spine,,
K00454,Yuval Noah Harari,21 pamoka XXI amžiui,"Spinta C, 5 lentyna",Žagarinė salonas,19,7,Yuval Noah Harari,21 pamoka XXI amžiui,1.15,0.9,spine,,
K00455,Steven Bartlett,The Diary of a CEO,"Spinta C, 5 lentyna",Žagarinė salonas,19,8,Steven Bartlett,The Diary of a CEO,1.15,0.9,spine,,
K00456,Douglas Adams,The Hitchhiker's Guide to the Galaxy,"Spinta C, 5 lentyna",Žagarinė salonas,19,9,Douglas Adams,The Hitchhiker's Guide to the Galaxy,1.15,0.9,spine,,raudona nugarėlė su SF ženkleliu
K00457,James Joyce,Ulisas (I tomas),"Spinta C, 5 lentyna",Žagarinė salonas,19,10,James Joyce,Ulisas. 1,0.82,0.9,spine,,"dviejų tomų komplektas su pos 11; mėlyna nugarėlė, ženklas „1“"
K00458,James Joyce,Ulisas (II tomas),"Spinta C, 5 lentyna",Žagarinė salonas,19,11,James Joyce,Ulisas. 2,0.82,0.9,spine,,"žalia nugarėlė, ženklas „2“"
K00459,René Descartes,Meditations on First Philosophy,"Spinta C, 5 lentyna",Žagarinė salonas,19,12,René Descartes,Meditations on First Philosophy,1.15,0.9,spine,,nugarėlėje autorius nurodytas „Descartes“
K00460,Jonathan Haidt,The Happiness Hypothesis,"Spinta C, 5 lentyna",Žagarinė salonas,19,14,Jonathan Haidt,The Happiness Hypothesis. Finding Modern Truth in Ancient Wisdom,0.7,0.9,spine,,nugarėlėje autorius nurodytas „HAIDT“
K00990,,,"Spinta H, 9 lentyna",Žagarinė salonas,19,15,,ギリシャ神話,1,0.6,spine,,"japonų kalba; tamsiai mėlyna nugarėlė su žvaigždėtu dangumi, ženklas „TOUBI'S“"
K00465,,Lietuva / Lithuania: Aerodromų informacinis rinkinys (Airfield Guide),"Spinta C, 6 lentyna",Žagarinė salonas,20,2,,Aerodromų informacinis rinkinys / Airfield Guide,0.83,0.9,spine,,"tamsiai mėlynas įrišimas su auksiniu įspaudu, ant šono „Lietuva / Lithuania“; guli plokščiai"
K00466,,Aerodinamika ir skrydžių dinamika,"Spinta C, 6 lentyna",Žagarinė salonas,20,3,,Aerodinamika ir skrydžių dinamika,1,0.9,spine,,šviesiai mėlyna nugarėlė; guli plokščiai
K00467,,Private Pilot Handbook,"Spinta C, 6 lentyna",Žagarinė salonas,20,4,,Private Pilot Handbook,1,0.9,spine,,serija „Guided Flight Discovery“; rusva stora knyga krūvos apačioje
